ticket_id,timestamp,account_id,text,priority,scenario_label,category
TICKET_000724,2026-09-09 21:07:24,NDM_003704,My SIM card was replaced and I cannot log in.,High,LEGITIMATE,
ATO_TICKET_NDM_003706,2026-09-17 05:48:16,NDM_003706,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000911,2026-09-19 13:54:34,NDM_003706,My SIM card was replaced and I cannot log in.,High,LEGITIMATE,
ATO_TICKET_NDM_003707,2026-09-28 08:25:39,NDM_003707,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001066,2026-09-01 12:57:41,NDM_003708,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_003708,2026-09-21 04:44:24,NDM_003708,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003714,2026-09-24 04:28:25,NDM_003714,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001382,2026-09-26 16:08:49,NDM_003716,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001965,2026-09-11 10:35:16,NDM_003717,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003718,2026-09-30 07:17:32,NDM_003718,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000505,2026-09-04 17:26:25,NDM_003720,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000249,2026-09-20 04:33:45,NDM_003722,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001312,2026-09-26 22:40:46,NDM_003722,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003722,2026-09-27 04:30:49,NDM_003722,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001120,2026-09-06 12:03:40,NDM_003723,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000307,2026-09-27 19:57:19,NDM_003725,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001740,2026-09-11 21:01:03,NDM_003727,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000049,2026-09-15 02:50:25,NDM_003729,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003731,2026-09-28 00:14:53,NDM_003731,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003733,2026-09-22 22:12:09,NDM_003733,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000957,2026-09-07 09:39:11,NDM_003740,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000563,2026-09-24 23:49:24,NDM_003740,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000538,2026-09-27 05:23:00,NDM_003740,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_003741,2026-09-27 04:04:28,NDM_003741,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000112,2026-09-01 20:14:10,NDM_003742,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001390,2026-09-21 07:10:57,NDM_003742,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000010,2026-09-12 04:32:00,NDM_003743,I received an OTP that I did not request.,High,LEGITIMATE,
TICKET_000816,2026-09-07 22:01:35,NDM_003745,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001206,2026-09-22 08:51:58,NDM_003748,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000324,2026-09-22 10:18:53,NDM_003749,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000360,2026-09-16 23:01:14,NDM_003751,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000585,2026-09-30 08:53:51,NDM_003751,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001786,2026-09-09 18:42:01,NDM_003755,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000114,2026-09-14 02:21:05,NDM_003755,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003756,2026-09-29 14:39:42,NDM_003756,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001103,2026-09-11 16:58:32,NDM_003758,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
ATO_TICKET_NDM_003759,2026-09-24 04:51:20,NDM_003759,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000967,2026-09-20 07:18:22,NDM_003764,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_001783,2026-09-18 00:33:14,NDM_003766,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000379,2026-09-19 19:50:02,NDM_003769,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001107,2026-09-18 05:39:39,NDM_003770,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003773,2026-09-27 22:39:23,NDM_003773,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000410,2026-09-18 20:32:16,NDM_003774,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_000783,2026-09-07 14:48:04,NDM_003782,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001342,2026-09-21 08:03:45,NDM_003784,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000385,2026-09-22 14:06:53,NDM_003790,My phone was lost and I need to secure my account.,High,LEGITIMATE,
TICKET_000593,2026-09-24 08:06:44,NDM_003790,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000459,2026-09-27 04:55:16,NDM_003791,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_000994,2026-09-13 10:16:21,NDM_003793,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001578,2026-09-01 13:57:58,NDM_003794,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_000667,2026-09-10 12:27:51,NDM_003794,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001967,2026-09-29 20:33:18,NDM_003802,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_001972,2026-09-04 16:42:06,NDM_003804,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000999,2026-09-18 02:13:42,NDM_003805,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_000483,2026-09-18 12:49:55,NDM_003805,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003809,2026-09-22 23:49:24,NDM_003809,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003811,2026-09-26 12:15:11,NDM_003811,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003812,2026-09-26 10:33:36,NDM_003812,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000594,2026-09-05 23:12:38,NDM_003813,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000389,2026-09-11 00:17:57,NDM_003814,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000444,2026-09-29 04:24:05,NDM_003814,I received an OTP that I did not request.,High,LEGITIMATE,
TICKET_000671,2026-09-28 21:14:37,NDM_003815,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_000378,2026-09-10 19:28:30,NDM_003816,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001977,2026-09-29 17:41:07,NDM_003819,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000441,2026-09-12 18:39:36,NDM_003820,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_003822,2026-09-29 11:25:29,NDM_003822,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000429,2026-09-20 18:41:11,NDM_003824,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003825,2026-09-27 08:40:49,NDM_003825,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000547,2026-09-26 05:32:28,NDM_003826,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001479,2026-09-29 09:17:31,NDM_003827,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001303,2026-09-07 12:43:16,NDM_003829,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_003829,2026-09-28 04:33:48,NDM_003829,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001076,2026-09-29 12:31:02,NDM_003829,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001096,2026-09-04 18:47:17,NDM_003832,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_003832,2026-09-29 11:39:13,NDM_003832,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001499,2026-09-11 05:25:37,NDM_003833,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_003833,2026-09-30 03:23:27,NDM_003833,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000398,2026-09-25 23:33:50,NDM_003835,My SIM card was replaced and I cannot log in.,High,LEGITIMATE,
TICKET_000302,2026-09-27 20:00:04,NDM_003836,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
TICKET_001976,2026-09-06 14:50:03,NDM_003837,My account is locked after several login attempts.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003838,2026-09-20 05:59:26,NDM_003838,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001394,2026-09-21 08:48:08,NDM_003839,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003842,2026-09-26 21:39:09,NDM_003842,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001165,2026-09-16 17:01:47,NDM_003845,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_003845,2026-09-30 08:39:37,NDM_003845,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000844,2026-09-06 13:50:58,NDM_003847,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_003849,2026-09-27 07:00:09,NDM_003849,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000502,2026-09-06 20:43:01,NDM_003854,My phone was lost and I need to secure my account.,High,LEGITIMATE,
TICKET_001659,2026-09-19 13:14:32,NDM_003856,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_001622,2026-09-14 05:56:07,NDM_003857,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_000189,2026-09-01 01:45:02,NDM_003859,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001028,2026-09-29 12:28:11,NDM_003859,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_000161,2026-09-16 18:30:29,NDM_003861,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000948,2026-09-09 14:56:39,NDM_003863,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000167,2026-09-16 00:04:30,NDM_003863,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000170,2026-09-20 15:49:59,NDM_003863,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_003866,2026-09-25 00:33:08,NDM_003866,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003869,2026-09-29 04:32:24,NDM_003869,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003874,2026-09-30 06:18:50,NDM_003874,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003876,2026-09-21 02:24:32,NDM_003876,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000885,2026-09-26 01:52:07,NDM_003877,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001843,2026-09-21 04:28:11,NDM_003878,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001457,2026-09-26 12:17:08,NDM_003878,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000447,2026-09-05 19:46:24,NDM_003880,Please help me update my registered mobile number.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003881,2026-09-07 05:09:39,NDM_003881,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000127,2026-09-12 06:52:08,NDM_003882,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_003884,2026-09-28 14:58:14,NDM_003884,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000319,2026-09-09 00:12:47,NDM_003888,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000351,2026-09-05 16:32:01,NDM_003889,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_003893,2026-09-30 10:56:09,NDM_003893,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
TICKET_001231,2026-09-06 20:34:59,NDM_003896,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000448,2026-09-09 06:21:59,NDM_003897,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000362,2026-09-21 20:44:25,NDM_003899,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_001104,2026-09-06 23:56:24,NDM_003900,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_003901,2026-09-24 01:10:23,NDM_003901,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001651,2026-09-27 03:39:58,NDM_003901,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001017,2026-09-21 04:19:23,NDM_003904,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000155,2026-09-20 15:21:03,NDM_003909,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001376,2026-09-16 16:33:18,NDM_003910,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001811,2026-09-30 21:04:24,NDM_003910,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001635,2026-09-26 21:30:50,NDM_003912,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_001126,2026-09-10 10:53:59,NDM_003917,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001656,2026-09-08 19:07:49,NDM_003918,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_003918,2026-09-30 23:26:29,NDM_003918,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001378,2026-09-18 10:24:30,NDM_003919,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001508,2026-09-23 01:15:19,NDM_003920,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001292,2026-09-25 15:47:50,NDM_003920,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000764,2026-09-07 17:34:36,NDM_003921,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001539,2026-09-18 23:35:47,NDM_003921,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
ATO_TICKET_NDM_003923,2026-09-26 11:20:03,NDM_003923,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003925,2026-09-30 01:00:43,NDM_003925,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003926,2026-09-25 20:29:21,NDM_003926,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001937,2026-09-09 07:10:03,NDM_003928,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001232,2026-09-21 23:56:22,NDM_003929,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_003930,2026-09-29 03:24:24,NDM_003930,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003939,2026-09-25 09:52:14,NDM_003939,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001506,2026-09-08 11:19:12,NDM_003941,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_001695,2026-09-11 12:48:42,NDM_003943,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001575,2026-09-21 08:55:11,NDM_003943,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000243,2026-09-19 16:49:53,NDM_003945,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000652,2026-09-12 11:47:29,NDM_003947,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_003947,2026-09-27 02:10:55,NDM_003947,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
TICKET_000204,2026-09-10 00:04:52,NDM_003948,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_001166,2026-09-13 08:44:34,NDM_003948,I received an OTP that I did not request.,High,LEGITIMATE,
TICKET_001948,2026-09-16 17:23:44,NDM_003949,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001441,2026-09-12 09:09:22,NDM_003950,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001346,2026-09-12 20:38:13,NDM_003950,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_000533,2026-09-17 22:41:08,NDM_003950,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_003951,2026-09-30 17:27:36,NDM_003951,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003954,2026-09-30 16:51:08,NDM_003954,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000617,2026-09-17 10:03:32,NDM_003956,Please help me update my registered mobile number.,High,LEGITIMATE,
TICKET_001445,2026-09-14 05:25:59,NDM_003962,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000192,2026-09-27 14:15:25,NDM_003965,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001696,2026-09-15 12:00:03,NDM_003968,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003970,2026-09-28 13:16:33,NDM_003970,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000014,2026-09-21 01:40:56,NDM_003973,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_003973,2026-09-22 00:32:31,NDM_003973,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001256,2026-09-23 07:05:29,NDM_003977,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003977,2026-09-29 21:24:48,NDM_003977,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_000904,2026-09-06 02:14:05,NDM_003980,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_003980,2026-09-23 17:00:42,NDM_003980,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003981,2026-09-29 11:59:30,NDM_003981,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001844,2026-09-13 22:58:43,NDM_003982,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000694,2026-09-11 22:24:50,NDM_003983,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
ATO_TICKET_NDM_003983,2026-09-24 13:16:25,NDM_003983,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000762,2026-09-03 07:45:31,NDM_003984,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001031,2026-09-10 23:16:06,NDM_003986,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000260,2026-09-12 02:01:06,NDM_003986,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_003986,2026-09-28 12:05:35,NDM_003986,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001257,2026-09-21 03:25:38,NDM_003988,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_003989,2026-09-23 20:42:04,NDM_003989,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000564,2026-09-02 01:35:06,NDM_003997,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000292,2026-09-13 21:45:31,NDM_004002,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001593,2026-09-22 10:43:47,NDM_004004,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000199,2026-09-30 04:36:36,NDM_004010,There was a transaction on my account that I did not make.,High,LEGITIMATE,
TICKET_000006,2026-09-30 02:55:08,NDM_004012,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001906,2026-09-30 10:21:15,NDM_004013,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_000546,2026-09-25 06:11:04,NDM_004014,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_004019,2026-09-30 23:25:27,NDM_004019,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000621,2026-09-25 19:03:34,NDM_004022,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
ATO_TICKET_NDM_004023,2026-09-27 19:27:05,NDM_004023,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001492,2026-09-24 12:11:37,NDM_004029,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_000874,2026-09-05 00:47:53,NDM_004030,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001654,2026-09-29 15:37:54,NDM_004033,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_004034,2026-09-27 14:13:35,NDM_004034,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_001004,2026-09-04 02:46:06,NDM_004037,I received an OTP that I did not request.,Low,LEGITIMATE,
TICKET_001730,2026-09-13 02:20:16,NDM_004039,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_001087,2026-09-10 09:28:38,NDM_004040,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_001209,2026-09-27 09:24:56,NDM_004040,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_004041,2026-09-24 00:04:25,NDM_004041,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000024,2026-09-27 09:03:56,NDM_004043,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000005,2026-09-18 06:04:33,NDM_004045,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000700,2026-09-14 13:17:45,NDM_004050,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000743,2026-09-16 11:15:27,NDM_004052,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000264,2026-09-18 21:26:33,NDM_004054,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001010,2026-09-27 02:10:31,NDM_004056,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_000261,2026-09-21 18:49:52,NDM_004059,There was a transaction on my account that I did not make.,High,LEGITIMATE,
ATO_TICKET_NDM_004059,2026-09-29 14:20:32,NDM_004059,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_000749,2026-09-02 08:38:59,NDM_004061,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_004061,2026-09-29 18:04:40,NDM_004061,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001743,2026-09-12 06:58:57,NDM_004063,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_004063,2026-09-30 17:52:51,NDM_004063,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000759,2026-09-20 05:45:12,NDM_004064,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000977,2026-09-09 23:39:59,NDM_004068,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_000384,2026-09-06 04:36:39,NDM_004069,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000071,2026-09-06 19:02:14,NDM_004069,Please help me update my registered mobile number.,Medium,LEGITIMATE,
ATO_TICKET_NDM_004069,2026-09-18 02:16:30,NDM_004069,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001527,2026-09-04 00:46:30,NDM_004072,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_004079,2026-09-23 06:37:30,NDM_004079,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001777,2026-09-10 17:57:48,NDM_004080,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_004082,2026-09-28 02:28:33,NDM_004082,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000297,2026-09-09 16:35:12,NDM_004083,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_000661,2026-09-01 09:31:27,NDM_004085,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_001474,2026-09-10 23:59:57,NDM_004085,Please help me update my registered mobile number.,High,LEGITIMATE,
TICKET_000845,2026-09-28 14:43:00,NDM_004086,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_001254,2026-09-07 12:55:54,NDM_004091,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001727,2026-09-15 13:30:24,NDM_004091,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000927,2026-09-27 12:31:27,NDM_004093,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001962,2026-09-06 10:52:53,NDM_004104,I am travelling and cannot access my normal device.,High,LEGITIMATE,
TICKET_000917,2026-09-04 11:34:16,NDM_004105,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
TICKET_001715,2026-09-11 08:30:34,NDM_004106,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_004106,2026-09-26 23:08:48,NDM_004106,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_004108,2026-09-23 01:47:26,NDM_004108,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000561,2026-09-03 16:16:06,NDM_004109,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_004109,2026-09-30 23:19:27,NDM_004109,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000860,2026-09-30 14:41:54,NDM_004110,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_004112,2026-09-28 08:23:09,NDM_004112,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000937,2026-09-20 20:40:33,NDM_004114,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001325,2026-09-27 06:19:50,NDM_004114,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_004115,2026-09-27 01:17:37,NDM_004115,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
